Run,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,Tissue
SRR7221806,WGS,assembly,229,369117706,PRJNA437462,SAMN09267605,Model organism or animal,348979397,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,fasta,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",Sexually mature adult,PB-13,SRX4128510,Illumina HiSeq 2500,PB-13,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000195_PB.bam,female,SRP149029,fin clip
SRR7221807,WGS,assembly,232,750939218,PRJNA437462,SAMN09267515,Model organism or animal,449871927,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,GB-15,SRX4128509,Illumina HiSeq 2500,GB-15,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000076_GB.bam,male,SRP149029,fin clip
SRR7221808,WGS,assembly,231,412586105,PRJNA437462,SAMN09267604,Model organism or animal,356499086,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",Sexually mature adult,PB-12,SRX4128508,Illumina HiSeq 2500,PB-12,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000194_PB.bam,female,SRP149029,fin clip
SRR7221809,WGS,assembly,233,259576842,PRJNA437462,SAMN09267748,Model organism or animal,312932631,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,sra,fasta","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,SJ-13,SRX4128507,Illumina HiSeq 2500,SJ-13,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000441_SJ.bam,female,SRP149029,fin clip
SRR7221810,WGS,assembly,230,840425843,PRJNA437462,SAMN09267660,Model organism or animal,484024586,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,sra,fasta","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,SP-45,SRX4128506,Illumina HiSeq 2500,SP-45,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000269_SP.bam,female,SRP149029,fin clip
SRR7221811,WGS,assembly,230,575571564,PRJNA437462,SAMN09267661,Model organism or animal,408055653,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,SP-46,SRX4128505,Illumina HiSeq 2500,SP-46,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000270_SP.bam,female,SRP149029,fin clip
SRR7221812,WGS,assembly,232,733510683,PRJNA437462,SAMN09267478,Model organism or animal,442133567,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Sexually mature adult,SP-2,SRX4128504,Illumina HiSeq 2500,SP-2,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000014_SP.bam,male,SRP149029,fin clip
SRR7221813,WGS,assembly,231,1005651134,PRJNA437462,SAMN09267652,Model organism or animal,529702926,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,fasta,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",Sexually mature adult,SP-37,SRX4128503,Illumina HiSeq 2500,SP-37,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000259_SP.bam,female,SRP149029,fin clip
SRR7221814,WGS,assembly,231,619752348,PRJNA437462,SAMN09267653,Model organism or animal,416583990,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",Sexually mature adult,SP-38,SRX4128502,Illumina HiSeq 2500,SP-38,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000260_SP.bam,female,SRP149029,fin clip
SRR7221815,WGS,assembly,231,510548601,PRJNA437462,SAMN09267654,Model organism or animal,386657999,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,fasta,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",Sexually mature adult,SP-39,SRX4128501,Illumina HiSeq 2500,SP-39,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000261_SP.bam,female,SRP149029,fin clip
SRR7221816,WGS,assembly,232,918058168,PRJNA437462,SAMN09267655,Model organism or animal,497396710,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,fasta,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",Sexually mature adult,SP-40,SRX4128500,Illumina HiSeq 2500,SP-40,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000262_SP.bam,female,SRP149029,fin clip
SRR7221817,WGS,assembly,231,465753238,PRJNA437462,SAMN09267656,Model organism or animal,376207628,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,sra,fasta","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,SP-41,SRX4128499,Illumina HiSeq 2500,SP-41,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000263_SP.bam,female,SRP149029,fin clip
SRR7221818,WGS,assembly,229,751995453,PRJNA437462,SAMN09267657,Model organism or animal,466757561,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,SP-42,SRX4128498,Illumina HiSeq 2500,SP-42,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000264_SP.bam,female,SRP149029,fin clip
SRR7221819,WGS,assembly,232,520201556,PRJNA437462,SAMN09267658,Model organism or animal,392594310,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,fasta,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",Sexually mature adult,SP-43,SRX4128497,Illumina HiSeq 2500,SP-43,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000265_SP.bam,female,SRP149029,fin clip
SRR7221820,WGS,assembly,232,667035514,PRJNA437462,SAMN09267659,Model organism or animal,427855142,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,fasta,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",Sexually mature adult,SP-44,SRX4128496,Illumina HiSeq 2500,SP-44,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000266_SP.bam,female,SRP149029,fin clip
SRR7221821,WGS,assembly,232,904995856,PRJNA437462,SAMN09267741,Model organism or animal,487085856,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",Sexually mature adult,SJ-6,SRX4128495,Illumina HiSeq 2500,SJ-6,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000425_SJ.bam,male,SRP149029,fin clip
SRR7221822,WGS,assembly,230,296635519,PRJNA437462,SAMN09267740,Model organism or animal,328443390,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",Sexually mature adult,SJ-5,SRX4128494,Illumina HiSeq 2500,SJ-5,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000424_SJ.bam,male,SRP149029,fin clip
SRR7221823,WGS,assembly,233,394173664,PRJNA437462,SAMN09267554,Model organism or animal,343344687,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",Sexually mature adult,VB-11,SRX4128493,Illumina HiSeq 2500,VB-11,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000134_VB.bam,male,SRP149029,fin clip
SRR7221824,WGS,assembly,231,211903810,PRJNA437462,SAMN09267733,Model organism or animal,303152634,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,sra,fasta","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",Sexually mature adult,BB-22,SRX4128492,Illumina HiSeq 2500,BB-22,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000415_BB.bam,female,SRP149029,fin clip
SRR7221825,WGS,assembly,230,785504044,PRJNA437462,SAMN09267732,Model organism or animal,459951375,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,BB-21,SRX4128491,Illumina HiSeq 2500,BB-21,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000414_BB.bam,female,SRP149029,fin clip
SRR7221826,WGS,assembly,231,618494196,PRJNA437462,SAMN09267735,Model organism or animal,411729955,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,BB-24,SRX4128490,Illumina HiSeq 2500,BB-24,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000417_BB.bam,female,SRP149029,fin clip
SRR7221827,WGS,assembly,232,496909063,PRJNA437462,SAMN09267734,Model organism or animal,378888142,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,sra,bam","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Sexually mature adult,BB-23,SRX4128489,Illumina HiSeq 2500,BB-23,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000416_BB.bam,female,SRP149029,fin clip
SRR7221828,WGS,assembly,232,138569583,PRJNA437462,SAMN09267737,Model organism or animal,283252540,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,fasta,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,SJ-2,SRX4128488,Illumina HiSeq 2500,SJ-2,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000419_SJ.bam,male,SRP149029,fin clip
SRR7221829,WGS,assembly,232,942451771,PRJNA437462,SAMN09267736,Model organism or animal,493482224,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,sra,fasta","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",Sexually mature adult,SJ-1,SRX4128487,Illumina HiSeq 2500,SJ-1,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000418_SJ.bam,male,SRP149029,fin clip
SRR7221830,WGS,assembly,232,216169265,PRJNA437462,SAMN09267739,Model organism or animal,303160112,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",Sexually mature adult,SJ-4,SRX4128486,Illumina HiSeq 2500,SJ-4,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000421_SJ.bam,male,SRP149029,fin clip
SRR7221831,WGS,assembly,231,326234783,PRJNA437462,SAMN09267738,Model organism or animal,333769644,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,sra,fasta","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",Sexually mature adult,SJ-3,SRX4128485,Illumina HiSeq 2500,SJ-3,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000420_SJ.bam,male,SRP149029,fin clip
SRR7221832,WGS,assembly,232,416356308,PRJNA437462,SAMN09267572,Model organism or animal,352630647,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",Sexually mature adult,VB-29,SRX4128484,Illumina HiSeq 2500,VB-29,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000157_VB.bam,female,SRP149029,fin clip
SRR7221833,WGS,assembly,233,399989978,PRJNA437462,SAMN09267573,Model organism or animal,346204254,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,fasta,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Sexually mature adult,VB-30,SRX4128483,Illumina HiSeq 2500,VB-30,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000158_VB.bam,female,SRP149029,fin clip
SRR7221834,WGS,assembly,230,498954451,PRJNA437462,SAMN09267574,Model organism or animal,381460148,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,VB-31,SRX4128482,Illumina HiSeq 2500,VB-31,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000160_VB.bam,female,SRP149029,fin clip
SRR7221835,WGS,assembly,229,572673413,PRJNA437462,SAMN09267575,Model organism or animal,405871628,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,sra,bam","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,VB-32,SRX4128481,Illumina HiSeq 2500,VB-32,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000161_VB.bam,female,SRP149029,fin clip
SRR7221836,WGS,assembly,231,338705651,PRJNA437462,SAMN09267576,Model organism or animal,336158217,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",Sexually mature adult,VB-33,SRX4128480,Illumina HiSeq 2500,VB-33,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000164_VB.bam,female,SRP149029,fin clip
SRR7221837,WGS,assembly,232,585064537,PRJNA437462,SAMN09267577,Model organism or animal,399262527,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,sra,bam","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Sexually mature adult,VB-34,SRX4128479,Illumina HiSeq 2500,VB-34,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000165_VB.bam,female,SRP149029,fin clip
SRR7221838,WGS,assembly,233,349497499,PRJNA437462,SAMN09267578,Model organism or animal,333483833,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",Sexually mature adult,VB-35,SRX4128478,Illumina HiSeq 2500,VB-35,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000166_VB.bam,female,SRP149029,fin clip
SRR7221839,WGS,assembly,232,458224648,PRJNA437462,SAMN09267579,Model organism or animal,363800190,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,sra,bam","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,VB-36,SRX4128477,Illumina HiSeq 2500,VB-36,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000167_VB.bam,female,SRP149029,fin clip
SRR7221840,WGS,assembly,233,3404920536,PRJNA437462,SAMN09267580,Model organism or animal,1088396788,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,sra,fasta","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,VB-37,SRX4128476,Illumina HiSeq 2500,VB-37,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000168_VB.bam,male,SRP149029,fin clip
SRR7221841,WGS,assembly,229,532057377,PRJNA437462,SAMN09267581,Model organism or animal,396311084,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,sra,fasta","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,VB-38,SRX4128475,Illumina HiSeq 2500,VB-38,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000169_VB.bam,male,SRP149029,fin clip
SRR7221842,WGS,assembly,230,514006707,PRJNA437462,SAMN09267479,Model organism or animal,392492721,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",Sexually mature adult,SP-3,SRX4128474,Illumina HiSeq 2500,SP-3,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000017_SP.bam,male,SRP149029,fin clip
SRR7221843,WGS,assembly,233,518731444,PRJNA437462,SAMN09267558,Model organism or animal,375622039,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Sexually mature adult,VB-15,SRX4128473,Illumina HiSeq 2500,VB-15,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000138_VB.bam,male,SRP149029,fin clip
SRR7221844,WGS,assembly,230,777112601,PRJNA437462,SAMN09267559,Model organism or animal,462588732,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,VB-16,SRX4128472,Illumina HiSeq 2500,VB-16,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000139_VB.bam,male,SRP149029,fin clip
SRR7221845,WGS,assembly,232,2699099,PRJNA437462,SAMN09267556,Model organism or animal,232349746,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Sexually mature adult,VB-13,SRX4128471,Illumina HiSeq 2500,VB-13,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000136_VB.bam,male,SRP149029,fin clip
SRR7221846,WGS,assembly,233,408744700,PRJNA437462,SAMN09267557,Model organism or animal,347944881,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,VB-14,SRX4128470,Illumina HiSeq 2500,VB-14,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000137_VB.bam,male,SRP149029,fin clip
SRR7221847,WGS,assembly,231,571082500,PRJNA437462,SAMN09267669,Model organism or animal,400660588,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,fasta,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,BNP-6,SRX4128469,Illumina HiSeq 2500,BNP-6,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000323_BNP.bam,male,SRP149029,fin clip
SRR7221848,WGS,assembly,230,654021159,PRJNA437462,SAMN09267668,Model organism or animal,431176304,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",Sexually mature adult,BNP-5,SRX4128468,Illumina HiSeq 2500,BNP-5,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000322_BNP.bam,male,SRP149029,fin clip
SRR7221849,WGS,assembly,232,789748570,PRJNA437462,SAMN09267667,Model organism or animal,453137996,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",Sexually mature adult,BNP-4,SRX4128467,Illumina HiSeq 2500,BNP-4,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000321_BNP.bam,male,SRP149029,fin clip
SRR7221850,WGS,assembly,231,448857486,PRJNA437462,SAMN09267666,Model organism or animal,366122539,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,sra,bam","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,BNP-3,SRX4128466,Illumina HiSeq 2500,BNP-3,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000320_BNP.bam,male,SRP149029,fin clip
SRR7221851,WGS,assembly,231,934893419,PRJNA437462,SAMN09267665,Model organism or animal,495891952,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,sra,fasta","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,BNP-2,SRX4128465,Illumina HiSeq 2500,BNP-2,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000319_BNP.bam,male,SRP149029,fin clip
SRR7221852,WGS,assembly,231,648444288,PRJNA437462,SAMN09267664,Model organism or animal,424393459,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",Sexually mature adult,BNP-1,SRX4128464,Illumina HiSeq 2500,BNP-1,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000318_BNP.bam,male,SRP149029,fin clip
SRR7221853,WGS,assembly,230,813441533,PRJNA437462,SAMN09267663,Model organism or animal,479667946,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,sra,bam","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Sexually mature adult,SP-48,SRX4128463,Illumina HiSeq 2500,SP-48,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000272_SP.bam,female,SRP149029,fin clip
SRR7221854,WGS,assembly,231,592765528,PRJNA437462,SAMN09267662,Model organism or animal,411929331,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,SP-47,SRX4128462,Illumina HiSeq 2500,SP-47,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000271_SP.bam,female,SRP149029,fin clip
SRR7221855,WGS,assembly,231,521374430,PRJNA437462,SAMN09267700,Model organism or animal,384004325,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,BNP-37,SRX4128461,Illumina HiSeq 2500,BNP-37,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000356_BNP.bam,female,SRP149029,fin clip
SRR7221856,WGS,assembly,229,791472683,PRJNA437462,SAMN09267531,Model organism or animal,476279536,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,sra,bam","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",Sexually mature adult,GB-31,SRX4128460,Illumina HiSeq 2500,GB-31,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000095_GB.bam,female,SRP149029,fin clip
SRR7221857,WGS,assembly,232,683852116,PRJNA437462,SAMN09267530,Model organism or animal,428001324,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Sexually mature adult,GB-30,SRX4128459,Illumina HiSeq 2500,GB-30,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000094_GB.bam,female,SRP149029,fin clip
SRR7221858,WGS,assembly,231,731422875,PRJNA437462,SAMN09267671,Model organism or animal,444744957,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,BNP-8,SRX4128458,Illumina HiSeq 2500,BNP-8,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000325_BNP.bam,male,SRP149029,fin clip
SRR7221859,WGS,assembly,231,546168174,PRJNA437462,SAMN09267670,Model organism or animal,397685370,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,BNP-7,SRX4128457,Illumina HiSeq 2500,BNP-7,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000324_BNP.bam,male,SRP149029,fin clip
SRR7221860,WGS,assembly,230,262584144,PRJNA437462,SAMN09267560,Model organism or animal,317558700,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",Sexually mature adult,VB-17,SRX4128456,Illumina HiSeq 2500,VB-17,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000140_VB.bam,female,SRP149029,fin clip
SRR7221861,WGS,assembly,232,798044949,PRJNA437462,SAMN09267527,Model organism or animal,457656294,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,sra,fasta","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Sexually mature adult,GB-27,SRX4128455,Illumina HiSeq 2500,GB-27,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000090_GB.bam,female,SRP149029,fin clip
SRR7221862,WGS,assembly,231,524300069,PRJNA437462,SAMN09267591,Model organism or animal,384990066,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,fasta,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",Sexually mature adult,VB-48,SRX4128454,Illumina HiSeq 2500,VB-48,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000179_VB.bam,female,SRP149029,fin clip
SRR7221863,WGS,assembly,232,427610792,PRJNA437462,SAMN09267590,Model organism or animal,355399935,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,sra,bam","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sexually mature adult,VB-47,SRX4128453,Illumina HiSeq 2500,VB-47,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000178_VB.bam,female,SRP149029,fin clip
SRR7221864,WGS,assembly,232,337940628,PRJNA437462,SAMN09267589,Model organism or animal,332355338,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Sexually mature adult,VB-46,SRX4128452,Illumina HiSeq 2500,VB-46,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000177_VB.bam,female,SRP149029,fin clip
